phase,Unnamed: 0,date,open,high,low,close,volume
growth,0,2020-06-30,120.928,121.427,120.587,121.239,429419
growth,1,2020-07-01,121.239,121.482,120.26,120.913,405268
growth,2,2020-07-02,120.913,121.442,120.75,120.81,379108
growth,3,2020-07-03,120.81,120.964,120.609,120.888,321699
growth,4,2020-07-06,120.888,121.968,120.783,121.367,326444
growth,5,2020-07-07,121.367,121.718,121.183,121.202,331570
growth,6,2020-07-08,121.202,121.88,121.136,121.514,320978
growth,7,2020-07-09,121.514,121.968,120.903,120.971,353933
growth,8,2020-07-10,120.971,121.066,120.271,120.776,326523
growth,9,2020-07-13,120.793,121.965,120.788,121.704,299526
growth,10,2020-07-14,121.704,122.319,121.469,122.243,363534
growth,11,2020-07-15,122.243,122.499,121.824,122.02,333261
growth,12,2020-07-16,122.02,122.502,121.815,122.076,339791
growth,13,2020-07-17,122.076,122.576,121.93,122.282,272367
growth,14,2020-07-20,122.282,122.975,122.159,122.777,370119
growth,15,2020-07-21,122.777,123.175,122.469,123.109,378208
growth,16,2020-07-22,123.109,124.292,123.021,123.977,428090
growth,17,2020-07-23,123.977,124.242,123.709,123.916,350456
growth,18,2020-07-24,123.916,123.969,122.842,123.674,457386
growth,19,2020-07-27,123.439,123.904,123.221,123.823,424556
growth,20,2020-07-28,123.823,123.989,123.014,123.112,426933
growth,21,2020-07-29,123.112,123.789,123.017,123.71,377535
growth,22,2020-07-30,123.71,124.197,123.337,124.065,442893
growth,23,2020-07-31,124.065,125.209,123.841,124.694,588196
growth,24,2020-08-03,124.506,125.058,123.993,124.618,444417
growth,25,2020-08-04,124.618,125.0,124.266,124.767,384823
growth,26,2020-08-05,124.767,125.516,124.635,125.269,405357
growth,27,2020-08-06,125.269,125.589,124.66,125.347,498861
growth,28,2020-08-07,125.347,125.394,124.46,124.812,481868
growth,29,2020-08-10,124.812,124.883,124.34,124.357,292530
growth,30,2020-08-11,124.357,125.501,124.286,125.011,446019
growth,31,2020-08-12,125.011,126.217,124.951,125.981,409026
growth,32,2020-08-13,125.981,126.755,125.881,126.312,369667
growth,33,2020-08-14,126.312,126.469,125.74,126.206,286787
growth,34,2020-08-17,126.206,126.464,125.671,125.824,288021
growth,35,2020-08-18,125.824,126.094,125.343,125.759,379866
growth,36,2020-08-19,125.759,126.06,125.375,125.598,415385
growth,37,2020-08-20,125.598,125.782,125.083,125.48,401488
growth,38,2020-08-21,125.48,125.559,124.44,124.782,359752
growth,39,2020-08-24,124.714,125.344,124.606,124.916,264455
growth,40,2020-08-25,124.916,126.029,124.858,125.904,322303
growth,41,2020-08-26,125.904,126.141,125.262,125.379,300961
growth,42,2020-08-27,125.379,126.092,125.135,125.975,544224
growth,43,2020-08-28,125.975,126.775,125.201,125.409,552714
growth,44,2020-08-31,125.455,126.847,125.389,126.404,383712
growth,45,2020-09-01,126.404,127.075,126.138,126.201,424968
growth,46,2020-09-02,126.201,126.314,125.554,125.876,369909
growth,47,2020-09-03,125.876,126.024,125.287,125.843,394365
growth,48,2020-09-04,125.843,125.986,125.302,125.731,381696
growth,49,2020-09-07,125.863,125.97,125.494,125.509,195150
growth,50,2020-09-08,125.509,125.649,124.693,124.842,376804
growth,51,2020-09-09,124.842,125.646,124.419,125.319,375066
growth,52,2020-09-10,125.319,126.463,125.26,125.381,394014
growth,53,2020-09-11,125.381,126.123,125.308,125.728,308531
growth,54,2020-09-14,125.536,125.901,125.285,125.426,231487
growth,55,2020-09-15,125.426,125.769,124.755,124.908,252770
growth,56,2020-09-16,124.908,125.014,123.837,123.997,351517
growth,57,2020-09-17,123.997,124.136,123.311,124.102,387506
growth,58,2020-09-18,124.102,124.312,123.434,123.783,286228
growth,59,2020-09-21,123.761,123.94,122.517,123.18,413170
growth,60,2020-09-22,123.18,123.279,122.656,122.851,334818
growth,61,2020-09-23,122.851,123.192,122.578,122.858,349590
growth,62,2020-09-24,122.858,123.158,122.581,122.983,336843
growth,63,2020-09-25,122.983,123.154,122.612,122.75,312099
growth,64,2020-09-28,122.75,123.209,122.377,123.015,263490
growth,65,2020-09-29,123.015,124.119,123.009,124.022,306657
growth,66,2020-09-30,124.022,124.25,123.531,123.589,382626
growth,67,2020-10-01,123.589,124.204,123.551,123.936,386629
growth,68,2020-10-02,123.936,124.007,123.021,123.388,440428
growth,69,2020-10-05,123.275,124.715,123.266,124.564,240175
growth,70,2020-10-06,124.564,124.733,123.849,123.918,284518
growth,71,2020-10-07,123.918,124.877,123.844,124.62,263468
growth,72,2020-10-08,124.62,124.877,124.365,124.65,225236
growth,73,2020-10-09,124.65,125.087,124.514,124.923,238251
growth,74,2020-10-12,124.91,125.006,124.287,124.404,197545
growth,75,2020-10-13,124.404,124.47,123.807,123.859,257365
growth,76,2020-10-14,123.859,123.938,123.472,123.513,220811
growth,77,2020-10-15,123.513,123.774,123.017,123.427,260350
growth,78,2020-10-16,123.427,123.715,123.116,123.465,256759
growth,79,2020-10-19,123.484,124.342,123.365,124.067,195953
growth,80,2020-10-20,124.067,124.999,123.93,124.691,225573
growth,81,2020-10-21,124.691,124.839,123.914,124.023,252082
growth,82,2020-10-22,124.023,124.093,123.653,123.899,223514
growth,83,2020-10-23,123.899,124.233,123.412,124.153,239747
growth,84,2020-10-26,124.057,124.204,123.776,123.795,229236
growth,85,2020-10-27,123.795,123.995,123.147,123.149,216863
growth,86,2020-10-28,123.149,123.186,122.186,122.534,310500
growth,87,2020-10-29,122.534,122.89,121.895,122.076,334829
growth,88,2020-10-30,122.076,122.464,121.617,121.885,346672
growth,89,2020-11-02,121.73,122.154,121.704,121.863,267570
growth,90,2020-11-03,121.863,122.755,121.721,122.324,281369
growth,91,2020-11-04,122.324,123.073,121.965,122.497,647117
growth,92,2020-11-05,122.497,123.182,122.213,122.317,432131
growth,93,2020-11-06,122.317,122.992,122.22,122.706,413425
growth,94,2020-11-09,122.835,125.136,122.657,124.452,548475
growth,95,2020-11-10,124.452,124.606,123.991,124.356,426131
growth,96,2020-11-11,124.356,124.675,123.919,124.144,305864
growth,97,2020-11-12,124.144,124.504,123.684,124.088,291446
growth,98,2020-11-13,124.088,124.302,123.66,123.745,264636
growth,99,2020-11-16,124.012,124.439,123.627,123.915,309600
growth,100,2020-11-17,123.915,124.026,123.515,123.579,242339
growth,101,2020-11-18,123.579,123.63,123.017,123.043,235418
growth,102,2020-11-19,123.043,123.321,122.845,123.173,263798
growth,103,2020-11-20,123.173,123.481,123.009,123.077,235581
growth,104,2020-11-23,122.974,123.828,122.966,123.647,260699
growth,105,2020-11-24,123.647,124.348,123.548,124.168,255752
growth,106,2020-11-25,124.168,124.511,124.141,124.438,276079
growth,107,2020-11-26,124.438,124.569,123.912,124.178,165777
growth,108,2020-11-27,124.178,124.495,123.9,124.463,197249
growth,109,2020-11-30,124.435,125.128,124.305,124.361,279613
